Kostenko A. (Ukr);3
Bryzhevatyi O. (Ukr);1

Hordiichuk O. (Ukr);0
Nikolenko S. (Ukr);3

Zaporozhets O. (Ukr);0
Babenko P. (Ukr);3

Kyilo V. (Ukr);2
Sokolov S. (Ukr);3

Vesely F. (Cze);2
Adamec L. (Cze);3

Tolstykh R. (Ukr);3
Korobov A. (Ukr);1

Mytsyk A. (Ukr);3
Kozlov D. (Ukr);2

Kononikhin V. (Ukr);0
Tsoi K. (Ukr);3

Rak S. (Ukr);2
Nakliutskyi A. (Ukr);3

Shmyndra Y. (Ukr);3
Trunov Y. (Ukr);1

Marchuk M. (Ukr);3
Yemelianov T. (Ukr);0

Kovalchuk K. (Ukr);3
Sydorenko V. (Ukr);0

Skhabitskiy S. (Ukr);3
Martyniuk A. (Ukr);2

Semenets S. (Ukr);2
Yurenev O. (Ukr);3

Babenko P. (Ukr);0
Zaporozhets O. (Ukr);3

Sydorak N. (Ukr);1
Hordiichuk O. (Ukr);3

Oranskyi I. (Ukr);1
Kyilo V. (Ukr);3

Reva V. (Ukr);0
Tolstykh R. (Ukr);3

Mytsyk A. (Ukr);3
Lymarenko O. (Ukr);0

Kostenko A. (Ukr);3
Kononikhin V. (Ukr);1

Babenko P. (Ukr);1
Shmyndra Y. (Ukr);3

Rak S. (Ukr);3
Kuzmych V. (Ukr);0

Yemelianov T. (Ukr);0
Sokolov S. (Ukr);3

Hobl L. (Cze);1
Ezr V. (Cze);3

Kovalchuk K. (Ukr);3
Tsyklauri D. (Ukr);1

Semenets S. (Ukr);2
Bryzhevatyi O. (Ukr);3

Nikolenko S. (Ukr);2
Nakliutskyi A. (Ukr);3

Zaporozhets O. (Ukr);1
Trunov Y. (Ukr);3

Oranskyi I. (Ukr);2
Marchuk M. (Ukr);3

Krames J. (Cze);1
Camr F. (Cze);3

Korobov A. (Ukr);2
Sydorenko V. (Ukr);3

Tsoi K. (Ukr);0
Yurenev O. (Ukr);3

Babenko P. (Ukr);3
Trunov Y. (Ukr);0

Hobl L. (Cze);3
Camr F. (Cze);2

Sydorak N. (Ukr);0
Rak S. (Ukr);3

Kostenko A. (Ukr);2
Semenets S. (Ukr);3

Reva V. (Ukr);2
Kovalchuk K. (Ukr);3

Hordiichuk O. (Ukr);2
Nakliutskyi A. (Ukr);3

Zaporozhets O. (Ukr);0
Shmyndra Y. (Ukr);3

Krames J. (Cze);3
Ezr V. (Cze);0

Kononikhin V. (Ukr);2
Yurenev O. (Ukr);3

Tolstykh R. (Ukr);1
Sydorenko V. (Ukr);3

Hobl L. (Cze);3
Krames J. (Cze);2

Kuzmych V. (Ukr);1
Nikolenko S. (Ukr);3

Tsyklauri D. (Ukr);3
Korobov A. (Ukr);0

Bryzhevatyi O. (Ukr);3
Tsoi K. (Ukr);0

Chaikovskyi B. (Ukr);1
